Timestamp,Voltage (V),Current (A),Power (W),Energy (kWh),Frequency (Hz),Power Factor
2026-01-21 14:04:08,121.1,0.000,0.0,0.043,60.0,0.00
2026-01-21 14:04:08,121.1,0.000,0.0,0.043,60.0,0.00
2026-01-21 14:04:08,121.1,0.000,0.0,0.043,60.0,0.00
2026-01-21 14:04:08,121.1,0.000,0.0,0.043,60.0,0.00
2026-01-21 14:04:08,121.1,0.000,0.0,0.043,60.0,0.00
2026-01-21 14:04:08,121.1,0.000,0.0,0.043,60.0,0.00
2026-01-21 14:04:08,121.1,0.000,0.0,0.043,60.0,0.00
2026-01-21 14:04:08,121.1,0.000,0.0,0.043,60.0,0.00
2026-01-21 14:04:08,121.1,0.000,0.0,0.043,60.0,0.00
2026-01-21 14:04:08,121.1,0.000,0.0,0.043,60.0,0.00
2026-01-21 14:04:08,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:09,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:09,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:09,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:09,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:09,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:09,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:09,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:09,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:09,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:09,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:09,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:09,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:09,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:09,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:10,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:10,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:10,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:10,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:10,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:10,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:10,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:10,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:10,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:10,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:10,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:10,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:10,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:10,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:11,121.1,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:11,121.0,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:11,121.0,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:11,121.0,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:11,121.0,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:11,121.0,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:11,121.0,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:11,121.0,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:11,121.0,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:11,121.0,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:11,121.0,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:11,121.0,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:11,121.0,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:11,121.0,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:12,121.0,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:12,121.0,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:12,121.0,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:12,121.0,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:12,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:12,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:12,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:12,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:12,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:12,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:12,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:12,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:12,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:12,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:13,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:13,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:13,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:13,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:13,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:13,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:13,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:13,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:13,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:13,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:13,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:13,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:13,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:13,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:14,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:14,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:14,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:14,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:14,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:14,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:14,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:14,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:14,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:14,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:14,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:14,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:14,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:14,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:14,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:15,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:15,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:15,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:15,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:15,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:15,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:15,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:15,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:15,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:15,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:15,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:15,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:15,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:15,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:16,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:16,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:16,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:16,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:16,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:16,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:16,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:16,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:16,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:16,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:16,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:16,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:16,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:16,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:17,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:17,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:17,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:17,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:17,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:17,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:17,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:17,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:17,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:17,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:17,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:17,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:17,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:17,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:18,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:18,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:18,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:18,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:18,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:18,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:18,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:18,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:18,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:18,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:18,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:18,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:18,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:18,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:18,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:19,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:19,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:19,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:19,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:19,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:19,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:19,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:19,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:19,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:19,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:19,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:19,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:19,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:19,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:20,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:20,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:20,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:20,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:20,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:20,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:20,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:20,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:20,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:20,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:20,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:20,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:20,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:20,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:21,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:21,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:21,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:21,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:21,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:21,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:21,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:21,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:21,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:21,120.8,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:21,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:21,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:21,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:21,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:22,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:22,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:22,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:22,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:22,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:22,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:22,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:22,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:22,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:22,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:22,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:22,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:22,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:22,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:23,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:23,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:23,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:23,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:23,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:23,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:23,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:23,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:23,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:23,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:23,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:23,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:23,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:23,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:23,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:24,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:24,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:24,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:24,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:24,120.9,0.000,0.0,0.043,59.9,0.00
2026-01-21 14:04:24,120.9,0.000,0.0,0.043,60.0,0.00
2026-01-21 14:04:24,120.9,0.000,0.0,0.043,60.0,0.00
2026-01-21 14:04:24,120.9,0.000,0.0,0.043,60.0,0.00
2026-01-21 14:04:24,120.9,0.000,0.0,0.043,60.0,0.00
2026-01-21 14:04:24,120.9,0.000,0.0,0.043,60.0,0.00
2026-01-21 14:04:24,120.9,0.000,0.0,0.043,60.0,0.00
2026-01-21 14:04:24,120.9,0.000,0.0,0.043,60.0,0.00
2026-01-21 14:04:24,120.9,0.000,0.0,0.043,60.0,0.00
2026-01-21 14:04:24,120.9,0.000,0.0,0.043,60.0,0.00
2026-01-21 14:04:25,120.9,0.000,0.0,0.043,60.0,0.00
